,Predictor,actual_ltage,ltage_v3
0,cadical-low-60K-1186B,1.046194009754346,1.0563911911672303
1,cadical-med-30K-109B,1.0337351557721108,1.067023139066422
2,cadical-med-30K-1246B,1.0484190602528531,1.0751765362495853
3,cadical-med-30K-137B,0.9219609312783998,0.9655689324026796
4,cadical-med-30K-1463B,1.0455400058856228,1.0726874407350488
5,cadical-med-30K-267B,1.0450725744843392,1.0710214155592308
6,cadical-med-30K-831B,1.0482461468684956,1.0738068048367633
7,kissat-mab-hywalk-low-30K-299B,1.037484805163419,1.057404319121026
8,mean,1.027484155061836,1.0542959339934792
