,Predictor,hashed_perceptron,ltage_v2,ltage_v3
0,cadical-low-60K-1186B,1.0,1.136919900661261,1.0563911911672303
1,cadical-med-30K-109B,1.0,1.1726465439051657,1.067023139066422
2,cadical-med-30K-1246B,1.0,1.1654385297947893,1.0751765362495853
3,cadical-med-30K-137B,1.0,0.9721428459892881,0.9655689324026796
4,cadical-med-30K-1463B,1.0,1.1677974691822255,1.0726874407350488
5,cadical-med-30K-267B,1.0,1.1602850930582023,1.0710214155592308
6,cadical-med-30K-831B,1.0,1.1596407253525118,1.0738068048367633
7,kissat-mab-hywalk-low-30K-299B,1.0,1.162951170919217,1.057404319121026
8,mean,1.0,1.1353158585478151,1.0542959339934792
