,Predictor,ltage_v3,ltage_v2,hashed_perceptron
0,cadical-low-60K-1186B,1.0,1.0000342822664692,0.9999862870934124
1,cadical-med-30K-109B,1.0000957756114246,1.0000718317085684,1.0000923550538738
2,cadical-med-30K-1246B,0.9999964775213023,1.0000070449573957,0.9999894325639067
3,cadical-med-30K-137B,0.9999328461627687,1.0000183146828812,0.9999450559513561
4,cadical-med-30K-1463B,0.9999718770323238,0.9999613309194452,0.9999296925808095
5,cadical-med-30K-267B,1.0000482565594453,0.9999276151608322,0.9999862124115871
6,cadical-med-30K-831B,0.9999308888727629,1.000020733338171,0.9999688999927434
7,kissat-mab-hywalk-low-30K-299B,0.9999963756560064,0.9999383861521065,0.9999601322160689
8,mean,0.9999965608326763,0.9999974412964264,0.9999822574192597
